t,phase,hip_pos,knee_pos,hip_vel_est,knee_vel_est,hip_vel_real,knee_vel_real,foot_x,foot_z,foot_vx,foot_vz,foot_z_world,tau_hip,tau_knee,foot_compression,foot_spring_vel,Fn_sensor
0.125,FLIGHT,0.8593,1.2739,0.3029,1.4433,0.3519,1.4022,0.0071,-0.2119,-0.1512,0.0969,1.0812,0.0034,1.4691,0.000232,0.0017,0.0
0.13,FLIGHT,0.8612,1.2808,0.354,1.3992,0.3965,1.3611,0.0064,-0.2114,-0.1335,0.0952,1.0809,0.0059,1.4708,0.00024,0.0016,0.0
0.135,FLIGHT,0.8633,1.2875,0.3982,1.3582,0.435,1.3228,0.0059,-0.211,-0.1178,0.0935,1.0806,0.008,1.4725,0.000248,0.0015,0.0
0.14,FLIGHT,0.8656,1.294,0.4364,1.32,0.4679,1.2869,0.0054,-0.2105,-0.1039,0.0917,1.0802,0.0097,1.4744,0.000255,0.0014,0.0
0.145,FLIGHT,0.868,1.3004,0.469,1.2842,0.4959,1.2532,0.0049,-0.2101,-0.0916,0.09,1.0798,0.011,1.4764,0.000262,0.0013,0.0
0.15,FLIGHT,0.8705,1.3066,0.4966,1.2506,0.5193,1.2214,0.0046,-0.2096,-0.0807,0.0884,1.0795,0.0121,1.4784,0.000268,0.0011,0.0
0.155,FLIGHT,0.8732,1.3126,0.5198,1.2189,0.5388,1.1912,0.0042,-0.2092,-0.0711,0.0867,1.0791,0.0128,1.4805,0.000273,0.001,0.0
0.16,FLIGHT,0.8759,1.3185,0.5391,1.1888,0.5547,1.1626,0.0039,-0.2088,-0.0626,0.0851,1.0786,0.0134,1.4826,0.000278,0.0009,0.0
0.165,FLIGHT,0.8787,1.3242,0.5548,1.1602,0.5674,1.1352,0.0037,-0.2084,-0.0551,0.0835,1.0782,0.0138,1.4847,0.000282,0.0008,0.0
0.17,FLIGHT,0.8816,1.3298,0.5674,1.133,0.5774,1.1091,0.0034,-0.208,-0.0485,0.082,1.0778,0.0139,1.4869,0.000286,0.0007,0.0
0.175,FLIGHT,0.8845,1.3353,0.5772,1.1069,0.5848,1.084,0.0032,-0.2076,-0.0426,0.0805,1.0773,0.014,1.4891,0.000289,0.0006,0.0
0.18,FLIGHT,0.8874,1.3407,0.5845,1.0819,0.59,1.0599,0.0031,-0.2072,-0.0375,0.079,1.0768,0.0138,1.4913,0.000292,0.0005,0.0
0.185,FLIGHT,0.8904,1.3459,0.5896,1.0578,0.5933,1.0367,0.0029,-0.2068,-0.0329,0.0776,1.0764,0.0136,1.4934,0.000294,0.0004,0.0
0.19,FLIGHT,0.8933,1.351,0.5928,1.0346,0.5949,1.0142,0.0028,-0.2064,-0.0289,0.0762,1.0759,0.0133,1.4956,0.000296,0.0003,0.0
0.195,FLIGHT,0.8963,1.356,0.5943,1.0122,0.595,0.9924,0.0026,-0.206,-0.0254,0.0748,1.0753,0.0129,1.4977,0.000297,0.0002,0.0
0.2,FLIGHT,0.8993,1.361,0.5943,0.9905,0.5937,0.9714,0.0025,-0.2057,-0.0223,0.0734,1.0748,0.0124,1.4999,0.000298,0.0002,0.0
0.205,FLIGHT,0.9022,1.3658,0.593,0.9695,0.5913,0.9509,0.0024,-0.2053,-0.0196,0.0721,1.0743,0.0118,1.502,0.000299,0.0001,0.0
0.21,FLIGHT,0.9052,1.3705,0.5906,0.949,0.5879,0.931,0.0024,-0.205,-0.0172,0.0708,1.0737,0.0112,1.504,0.000299,0.0001,0.0
0.215,FLIGHT,0.9081,1.3751,0.5871,0.9291,0.5836,0.9115,0.0023,-0.2046,-0.0151,0.0695,1.0732,0.0106,1.5061,0.0003,0.0,0.0
0.22,FLIGHT,0.911,1.3796,0.5828,0.9098,0.5785,0.8926,0.0022,-0.2043,-0.0133,0.0683,1.0726,0.0098,1.5081,0.0003,-0.0,0.0
0.225,FLIGHT,0.9139,1.384,0.5777,0.8909,0.5728,0.8742,0.0022,-0.204,-0.0117,0.067,1.072,0.0091,1.5101,0.000299,-0.0001,0.0
0.23,FLIGHT,0.9168,1.3883,0.572,0.8725,0.5666,0.8561,0.0021,-0.2036,-0.0102,0.0658,1.0714,0.0084,1.512,0.000299,-0.0001,0.0
0.235,FLIGHT,0.9196,1.3926,0.5657,0.8545,0.5598,0.8385,0.0021,-0.2033,-0.009,0.0646,1.0708,0.0076,1.5139,0.000298,-0.0001,0.0
0.24,FLIGHT,0.9223,1.3967,0.5589,0.8369,0.5527,0.8213,0.0021,-0.203,-0.0079,0.0635,1.0701,0.0068,1.5158,0.000298,-0.0001,0.0
0.245,FLIGHT,0.9251,1.4008,0.5518,0.8197,0.5452,0.8044,0.002,-0.2027,-0.007,0.0623,1.0695,0.0059,1.5176,0.000297,-0.0002,0.0
0.25,FLIGHT,0.9278,1.4048,0.5443,0.8028,0.5374,0.7879,0.002,-0.2024,-0.0061,0.0612,1.0688,0.0051,1.5194,0.000296,-0.0002,0.0
0.255,FLIGHT,0.9305,1.4087,0.5365,0.7863,0.5294,0.7717,0.002,-0.2021,-0.0054,0.06,1.0681,0.0043,1.5212,0.000295,-0.0002,0.0
0.26,FLIGHT,0.9331,1.4125,0.5285,0.7702,0.5212,0.7558,0.0019,-0.2018,-0.0048,0.0589,1.0674,0.0034,1.5229,0.000294,-0.0002,0.0
0.265,FLIGHT,0.9357,1.4162,0.5203,0.7543,0.5129,0.7403,0.0019,-0.2015,-0.0042,0.0578,1.0667,0.0026,1.5246,0.000293,-0.0002,0.0
0.27,FLIGHT,0.9382,1.4199,0.512,0.7388,0.5044,0.725,0.0019,-0.2012,-0.0037,0.0568,1.066,0.0017,1.5263,0.000292,-0.0002,0.0
0.275,FLIGHT,0.9407,1.4235,0.5035,0.7236,0.4959,0.7101,0.0019,-0.201,-0.0033,0.0557,1.0653,0.0009,1.5279,0.00029,-0.0003,0.0001
0.28,FLIGHT,0.9432,1.427,0.495,0.7087,0.4873,0.6954,0.0019,-0.2007,-0.0029,0.0547,1.0645,0.0,1.5295,0.000289,-0.0003,0.0001
0.285,FLIGHT,0.9456,1.4304,0.4864,0.694,0.4787,0.681,0.0019,-0.2004,-0.0026,0.0536,1.0637,-0.0008,1.5311,0.000288,-0.0003,0.0001
0.29,FLIGHT,0.948,1.4338,0.4778,0.6797,0.4701,0.6669,0.0019,-0.2002,-0.0023,0.0526,1.0629,-0.0017,1.5326,0.000287,-0.0003,0.0001
0.295,FLIGHT,0.9503,1.4371,0.4692,0.6656,0.4615,0.6531,0.0018,-0.1999,-0.0021,0.0516,1.0621,-0.0025,1.5341,0.000285,-0.0003,0.0001
0.3,FLIGHT,0.9526,1.4403,0.4606,0.6518,0.4529,0.6395,0.0018,-0.1996,-0.0019,0.0506,1.0613,-0.0033,1.5355,0.000284,-0.0003,0.0001
0.305,FLIGHT,0.9548,1.4435,0.452,0.6382,0.4444,0.6262,0.0018,-0.1994,-0.0017,0.0497,1.0605,-0.0042,1.5369,0.000282,-0.0003,0.0001
0.31,FLIGHT,0.957,1.4466,0.4435,0.6249,0.4359,0.6131,0.0018,-0.1992,-0.0016,0.0487,1.0596,-0.005,1.5383,0.000281,-0.0003,0.0001
0.315,FLIGHT,0.9592,1.4496,0.435,0.6118,0.4274,0.6002,0.0018,-0.1989,-0.0015,0.0478,1.0588,-0.0058,1.5397,0.00028,-0.0003,0.0001
0.32,FLIGHT,0.9613,1.4526,0.4266,0.599,0.4191,0.5876,0.0018,-0.1987,-0.0013,0.0468,1.0579,-0.0066,1.541,0.000278,-0.0003,0.0001
0.325,FLIGHT,0.9634,1.4555,0.4182,0.5865,0.4108,0.5753,0.0018,-0.1985,-0.0013,0.0459,1.057,-0.0074,1.5423,0.000277,-0.0003,0.0001
0.33,FLIGHT,0.9654,1.4583,0.41,0.5741,0.4026,0.5632,0.0018,-0.1982,-0.0012,0.045,1.056,-0.0081,1.5435,0.000275,-0.0003,0.0001
0.335,FLIGHT,0.9674,1.4611,0.4018,0.562,0.3945,0.5513,0.0018,-0.198,-0.0011,0.0441,1.0551,-0.0089,1.5448,0.000274,-0.0003,0.0001
0.34,FLIGHT,0.9694,1.4639,0.3937,0.5502,0.3865,0.5396,0.0018,-0.1978,-0.0011,0.0433,1.0542,-0.0097,1.546,0.000273,-0.0003,0.0001
0.345,FLIGHT,0.9713,1.4665,0.3857,0.5385,0.3786,0.5282,0.0018,-0.1976,-0.001,0.0424,1.0532,-0.0104,1.5472,0.000271,-0.0003,0.0001
0.35,FLIGHT,0.9731,1.4691,0.3778,0.5271,0.3708,0.517,0.0018,-0.1974,-0.001,0.0416,1.0522,-0.0112,1.5483,0.00027,-0.0003,0.0001
0.355,FLIGHT,0.975,1.4717,0.37,0.5159,0.3631,0.506,0.0018,-0.1972,-0.001,0.0407,1.0512,-0.0119,1.5494,0.000269,-0.0003,0.0001
0.36,FLIGHT,0.9768,1.4742,0.3623,0.5049,0.3555,0.4952,0.0018,-0.197,-0.001,0.0399,1.0502,-0.0126,1.5505,0.000267,-0.0003,0.0001
0.365,FLIGHT,0.9785,1.4766,0.3548,0.4941,0.348,0.4846,0.0018,-0.1968,-0.0009,0.0391,1.0492,-0.0133,1.5516,0.000266,-0.0003,0.0001
0.37,FLIGHT,0.9803,1.479,0.3473,0.4836,0.3407,0.4742,0.0018,-0.1966,-0.0009,0.0383,1.0481,-0.014,1.5526,0.000265,-0.0003,0.0001
0.375,FLIGHT,0.9819,1.4814,0.34,0.4732,0.3334,0.464,0.0018,-0.1964,-0.0009,0.0375,1.0471,-0.0147,1.5537,0.000263,-0.0003,0.0001
0.38,FLIGHT,0.9836,1.4837,0.3327,0.4631,0.3263,0.4541,0.0018,-0.1962,-0.001,0.0368,1.046,-0.0154,1.5546,0.000262,-0.0003,0.0001
0.385,FLIGHT,0.9852,1.4859,0.3256,0.4531,0.3193,0.4443,0.0017,-0.1961,-0.001,0.036,1.0449,-0.016,1.5556,0.000261,-0.0003,0.0001
0.39,FLIGHT,0.9868,1.4881,0.3186,0.4434,0.3124,0.4347,0.0017,-0.1959,-0.001,0.0353,1.0438,-0.0167,1.5566,0.000259,-0.0002,0.0
0.395,FLIGHT,0.9883,1.4903,0.3117,0.4338,0.3056,0.4253,0.0017,-0.1957,-0.001,0.0346,1.0427,-0.0173,1.5575,0.000258,-0.0002,0.0
0.4,FLIGHT,0.9898,1.4924,0.3049,0.4244,0.2989,0.4161,0.0017,-0.1955,-0.001,0.0339,1.0415,-0.018,1.5584,0.000257,-0.0002,0.0
0.405,FLIGHT,0.9913,1.4944,0.2983,0.4152,0.2924,0.4071,0.0017,-0.1954,-0.001,0.0332,1.0404,-0.0186,1.5593,0.000256,-0.0002,0.0
0.41,FLIGHT,0.9928,1.4965,0.2917,0.4062,0.2859,0.3982,0.0017,-0.1952,-0.001,0.0325,1.0392,-0.0192,1.5601,0.000255,-0.0002,0.0
0.415,FLIGHT,0.9942,1.4984,0.2853,0.3974,0.2796,0.3896,0.0017,-0.1951,-0.0011,0.0318,1.038,-0.0198,1.561,0.000254,-0.0002,0.0
0.42,FLIGHT,0.9956,1.5003,0.279,0.3888,0.2734,0.3811,0.0017,-0.1949,-0.0011,0.0311,1.0368,-0.0204,1.5618,0.000252,-0.0002,0.0
0.425,FLIGHT,0.9969,1.5022,0.2728,0.3803,0.2672,0.3728,0.0017,-0.1948,-0.0011,0.0305,1.0356,-0.021,1.5626,0.000251,-0.0002,0.0
0.43,FLIGHT,0.9982,1.5041,0.2667,0.372,0.2612,0.3647,0.0017,-0.1946,-0.0012,0.0298,1.0344,-0.0215,1.5634,0.00025,-0.0002,0.0
0.435,FLIGHT,0.9995,1.5059,0.2607,0.3639,0.2554,0.3567,0.0017,-0.1945,-0.0012,0.0292,1.0331,-0.0221,1.5642,0.000249,-0.0002,0.0
0.44,FLIGHT,1.0008,1.5076,0.2548,0.356,0.2496,0.3489,0.0017,-0.1943,-0.0012,0.0286,1.0318,-0.0227,1.5649,0.000248,-0.0002,0.0
0.445,FLIGHT,1.002,1.5094,0.249,0.3482,0.2439,0.3412,0.0017,-0.1942,-0.0013,0.028,1.0306,-0.0232,1.5657,0.000247,-0.0002,0.0
0.45,FLIGHT,1.0032,1.5111,0.2433,0.3405,0.2383,0.3338,0.0017,-0.1941,-0.0013,0.0274,1.0293,-0.0237,1.5664,0.000246,-0.0002,0.0
0.455,FLIGHT,1.0044,1.5127,0.2378,0.3331,0.2329,0.3264,0.0017,-0.1939,-0.0013,0.0268,1.028,-0.0242,1.5671,0.000245,-0.0002,0.0
0.46,FLIGHT,1.0055,1.5143,0.2323,0.3258,0.2275,0.3193,0.0017,-0.1938,-0.0014,0.0263,1.0267,-0.0248,1.5678,0.000244,-0.0002,0.0
0.465,FLIGHT,1.0067,1.5159,0.227,0.3186,0.2222,0.3122,0.0017,-0.1937,-0.0014,0.0257,1.0253,-0.0253,1.5684,0.000243,-0.0002,0.0
0.47,FLIGHT,1.0078,1.5174,0.2217,0.3116,0.2171,0.3054,0.0016,-0.1935,-0.0014,0.0251,1.024,-0.0258,1.5691,0.000242,-0.0002,0.0
0.475,FLIGHT,1.0088,1.519,0.2166,0.3047,0.212,0.2986,0.0016,-0.1934,-0.0015,0.0246,1.0226,-0.0262,1.5697,0.000241,-0.0002,0.0
0.48,FLIGHT,1.0099,1.5204,0.2115,0.298,0.207,0.292,0.0016,-0.1933,-0.0015,0.0241,1.0213,-0.0267,1.5703,0.00024,-0.0002,0.0
0.485,FLIGHT,1.0109,1.5219,0.2065,0.2914,0.2022,0.2856,0.0016,-0.1932,-0.0015,0.0236,1.0199,-0.0272,1.5709,0.000239,-0.0002,0.0
0.49,FLIGHT,1.0119,1.5233,0.2017,0.285,0.1974,0.2793,0.0016,-0.1931,-0.0016,0.0231,1.0185,-0.0276,1.5715,0.000238,-0.0002,0.0
0.495,FLIGHT,1.0129,1.5247,0.1969,0.2787,0.1927,0.2731,0.0016,-0.193,-0.0016,0.0226,1.0171,-0.0281,1.5721,0.000238,-0.0002,0.0
0.5,FLIGHT,1.0138,1.526,0.1922,0.2725,0.1881,0.2671,0.0016,-0.1928,-0.0017,0.0221,1.0156,-0.0285,1.5727,0.000237,-0.0002,0.0
0.505,FLIGHT,1.0148,1.5273,0.1876,0.2665,0.1836,0.2612,0.0016,-0.1927,-0.0017,0.0216,1.0142,-0.029,1.5732,0.000236,-0.0002,0.0
0.51,FLIGHT,1.0157,1.5286,0.1831,0.2606,0.1792,0.2554,0.0016,-0.1926,-0.0017,0.0211,1.0128,-0.0294,1.5738,0.000235,-0.0002,0.0
0.515,FLIGHT,1.0166,1.5299,0.1787,0.2548,0.1748,0.2497,0.0016,-0.1925,-0.0018,0.0207,1.0113,-0.0298,1.5743,0.000234,-0.0002,0.0
0.52,FLIGHT,1.0174,1.5311,0.1744,0.2492,0.1706,0.2442,0.0016,-0.1924,-0.0018,0.0202,1.0098,-0.0302,1.5748,0.000234,-0.0002,0.0
0.525,FLIGHT,1.0183,1.5323,0.1702,0.2437,0.1664,0.2388,0.0016,-0.1923,-0.0019,0.0198,1.0083,-0.0306,1.5753,0.000233,-0.0002,0.0
0.53,FLIGHT,1.0191,1.5335,0.166,0.2383,0.1623,0.2335,0.0015,-0.1922,-0.0019,0.0194,1.0068,-0.031,1.5758,0.000232,-0.0001,0.0
0.535,FLIGHT,1.0199,1.5347,0.1619,0.233,0.1583,0.2283,0.0015,-0.1921,-0.0019,0.0189,1.0053,-0.0314,1.5763,0.000231,-0.0001,0.0
0.54,FLIGHT,1.0207,1.5358,0.158,0.2278,0.1544,0.2232,0.0015,-0.192,-0.002,0.0185,1.0038,-0.0318,1.5768,0.000231,-0.0001,0.0
0.545,FLIGHT,1.0214,1.5369,0.154,0.2227,0.1506,0.2182,0.0015,-0.192,-0.002,0.0181,1.0023,-0.0322,1.5772,0.00023,-0.0001,0.0
0.55,FLIGHT,1.0222,1.538,0.1502,0.2178,0.1468,0.2134,0.0015,-0.1919,-0.0021,0.0177,1.0007,-0.0325,1.5777,0.000229,-0.0001,0.0
0.555,STANCE,1.023,1.5393,0.1675,0.2675,0.3177,0.6542,0.0015,-0.1918,-0.0058,0.0218,0.9993,-0.0142,-0.1247,0.000106,-0.201,0.0402
0.56,STANCE,1.0305,1.5391,1.1952,-0.0289,2.2598,-0.6916,0.0029,-0.1918,0.2333,0.0012,0.9981,-0.6422,-0.5096,-0.002218,-0.5766,0.1175
0.565,STANCE,1.0348,1.5393,0.8621,0.0592,0.1887,0.3273,0.0037,-0.1917,0.1568,0.0079,0.9979,-0.8915,-1.0368,-0.003519,-0.084,0.0203
0.57,STANCE,1.0355,1.5406,0.3703,0.1892,0.2001,0.1151,0.0037,-0.1916,0.044,0.0163,0.9981,-1.1145,-1.5318,-0.003648,0.0103,0.0036
0.575,STANCE,1.0374,1.54,0.4006,-0.0598,0.5458,-0.3831,0.0041,-0.1917,0.0853,-0.003,0.9983,-1.5402,-1.7489,-0.003511,0.0447,0.0035
0.58,STANCE,1.0403,1.536,0.5223,-0.6435,0.4424,-2.0628,0.0053,-0.192,0.1925,-0.0471,0.9983,-1.9477,-1.6575,-0.003107,0.1801,0.0031
0.585,STANCE,1.0429,1.5295,0.5205,-1.027,0.5164,-0.9088,0.0067,-0.1925,0.2482,-0.0748,0.9984,-2.1896,-1.4711,-0.002427,0.1012,0.0024
0.59,STANCE,1.0461,1.5213,0.6186,-1.5322,0.8364,-2.0403,0.0085,-0.193,0.3415,-0.109,0.9984,-2.3247,-1.0742,-0.002081,0.0196,0.0021
0.595,STANCE,1.0503,1.5118,0.749,-1.7674,0.679,-1.7704,0.0107,-0.1937,0.4031,-0.1203,0.9986,-2.3061,-0.6561,-0.002134,-0.0128,0.0047
0.6,STANCE,1.0514,1.5018,0.367,-1.8688,0.0308,-1.5204,0.0124,-0.1944,0.3456,-0.1281,0.9988,-1.8764,-0.2372,-0.00187,0.0409,0.0019
0.605,STANCE,1.0502,1.4936,-0.0661,-1.7346,-0.5177,-2.0384,0.0133,-0.195,0.2425,-0.1222,0.9991,-1.2623,0.0917,-0.00148,0.1331,0.0015
0.61,STANCE,1.0483,1.4849,-0.2616,-1.7364,-0.4863,-2.2917,0.0143,-0.1956,0.2053,-0.1234,0.9995,-0.6792,0.4602,-0.001035,0.133,0.001
0.615,STANCE,1.0472,1.4749,-0.2117,-1.8994,-0.1267,-2.1677,0.0155,-0.1963,0.2402,-0.1317,0.9998,-0.2371,0.8306,-0.000647,0.0727,0.0006
0.62,STANCE,1.047,1.4634,-0.0768,-2.1512,0.0534,-2.3358,0.0172,-0.1971,0.3056,-0.1432,1.0001,-0.0004,1.114,-0.000306,0.0628,0.0003
0.625,FLIGHT,1.0464,1.4538,-0.1684,-1.8722,-0.9246,-0.1498,0.0185,-0.1977,0.2469,-0.1241,1.0007,-1.3077,2.5836,5.8e-05,0.0788,0.0
0.63,FLIGHT,1.0367,1.463,-1.456,0.8198,-2.6789,3.2016,0.0152,-0.1973,-0.409,0.0331,1.0026,-0.6914,2.0564,0.000382,0.0522,0.0
0.635,FLIGHT,1.0224,1.48,-2.4218,2.5581,-2.8542,3.2035,0.0099,-0.1963,-0.8495,0.1603,1.0046,-0.1223,1.5824,0.000586,0.0298,0.0
0.64,FLIGHT,1.0096,1.4927,-2.4643,2.4728,-2.1869,1.8662,0.0055,-0.1954,-0.8386,0.1736,1.0063,0.0361,1.462,0.000688,0.012,0.0
0.645,FLIGHT,1.0004,1.4993,-2.0105,1.637,-1.5544,0.8944,0.0028,-0.195,-0.6263,0.1221,1.0077,-0.0486,1.546,0.000715,-0.0,0.0
0.65,FLIGHT,0.9935,1.5029,-1.5665,1.0072,-1.251,0.6462,0.0009,-0.1947,-0.4483,0.0786,1.0089,-0.1468,1.6353,0.000696,-0.0069,0.0014
0.655,FLIGHT,0.9875,1.5064,-1.3111,0.797,-1.157,0.7444,-0.0007,-0.1944,-0.3678,0.0654,1.01,-0.1696,1.6571,0.000652,-0.0103,0.0021
0.66,FLIGHT,0.9819,1.5103,-1.1831,0.7983,-1.0919,0.8206,-0.0024,-0.1941,-0.342,0.0684,1.0113,-0.141,1.6346,0.000597,-0.0115,0.0023
0.665,FLIGHT,0.9767,1.5144,-1.0806,0.7994,-0.9823,0.7712,-0.0039,-0.1938,-0.3213,0.071,1.0125,-0.1072,1.6086,0.000539,-0.0116,0.0023
0.67,FLIGHT,0.9721,1.5179,-0.96,0.7365,-0.8442,0.6586,-0.0053,-0.1934,-0.2883,0.0674,1.0137,-0.0891,1.5965,0.000482,-0.011,0.0022
0.675,FLIGHT,0.9682,1.521,-0.8288,0.6421,-0.7129,0.5576,-0.0065,-0.1932,-0.2492,0.0603,1.0148,-0.0837,1.595,0.00043,-0.01,0.002
0.68,FLIGHT,0.965,1.5236,-0.7064,0.5576,-0.6044,0.4928,-0.0075,-0.1929,-0.2133,0.0535,1.0159,-0.0817,1.5958,0.000383,-0.0088,0.0018
0.685,FLIGHT,0.9622,1.5259,-0.6017,0.4972,-0.516,0.4526,-0.0084,-0.1927,-0.1844,0.0483,1.0169,-0.0781,1.5947,0.000342,-0.0075,0.0015
0.69,FLIGHT,0.9598,1.5281,-0.5132,0.4541,-0.4396,0.4201,-0.0091,-0.1925,-0.1612,0.0445,1.018,-0.0728,1.592,0.000308,-0.0062,0.0012
0.695,FLIGHT,0.9578,1.5301,-0.4358,0.4184,-0.3705,0.388,-0.0098,-0.1923,-0.1411,0.0412,1.019,-0.0675,1.5892,0.000279,-0.0051,0.001
0.7,FLIGHT,0.9561,1.532,-0.3665,0.3854,-0.3076,0.3567,-0.0104,-0.1921,-0.1231,0.038,1.0199,-0.0633,1.5871,0.000256,-0.0041,0.0008
0.705,FLIGHT,0.9547,1.5337,-0.3042,0.3547,-0.2517,0.3288,-0.0109,-0.1919,-0.1068,0.0349,1.0209,-0.0601,1.5857,0.000238,-0.0032,0.0006
0.71,FLIGHT,0.9535,1.5353,-0.249,0.3276,-0.2027,0.3051,-0.0113,-0.1918,-0.0924,0.0322,1.0218,-0.0576,1.5847,0.000224,-0.0024,0.0005
0.715,FLIGHT,0.9526,1.5368,-0.2006,0.3043,-0.1601,0.2851,-0.0117,-0.1916,-0.0798,0.0297,1.0227,-0.0554,1.5838,0.000214,-0.0018,0.0004
0.72,FLIGHT,0.9519,1.5381,-0.1583,0.2843,-0.123,0.2677,-0.012,-0.1915,-0.0689,0.0275,1.0235,-0.0534,1.583,0.000206,-0.0013,0.0003
0.725,FLIGHT,0.9514,1.5394,-0.1214,0.2668,-0.0905,0.2521,-0.0123,-0.1914,-0.0594,0.0256,1.0244,-0.0517,1.5824,0.000201,-0.0009,0.0002
0.73,FLIGHT,0.951,1.5407,-0.0892,0.2513,-0.0623,0.2382,-0.0125,-0.1913,-0.0511,0.0239,1.0252,-0.0502,1.5818,0.000198,-0.0005,0.0001
0.735,FLIGHT,0.9508,1.5418,-0.0611,0.2374,-0.0377,0.2257,-0.0127,-0.1911,-0.0438,0.0223,1.026,-0.049,1.5814,0.000196,-0.0003,0.0001
