t,phase,hip_pos,knee_pos,hip_vel_est,knee_vel_est,hip_vel_real,knee_vel_real,foot_x,foot_z,foot_vx,foot_vz,foot_z_world,tau_hip,tau_knee,foot_compression,foot_spring_vel,Fn_sensor
0.33,FLIGHT,0.9643,1.4555,0.4839,0.6681,0.474,0.655,0.002,-0.1985,-0.0,0.0523,1.0558,-0.0091,1.541,0.000281,-0.0003,0.0001
0.335,FLIGHT,0.9666,1.4587,0.473,0.6535,0.4633,0.6405,0.002,-0.1982,-0.0001,0.0513,1.055,-0.01,1.5425,0.00028,-0.0003,0.0001
0.34,FLIGHT,0.9689,1.4619,0.4622,0.6391,0.4527,0.6263,0.002,-0.198,-0.0003,0.0502,1.054,-0.0109,1.5439,0.000278,-0.0003,0.0001
0.345,FLIGHT,0.9712,1.465,0.4516,0.6249,0.4422,0.6123,0.002,-0.1977,-0.0004,0.0492,1.0531,-0.0118,1.5453,0.000276,-0.0003,0.0001
0.35,FLIGHT,0.9734,1.468,0.4412,0.6109,0.4319,0.5984,0.002,-0.1975,-0.0005,0.0482,1.0522,-0.0126,1.5466,0.000275,-0.0003,0.0001
0.355,FLIGHT,0.9755,1.471,0.4309,0.5971,0.4218,0.5848,0.002,-0.1972,-0.0006,0.0471,1.0512,-0.0135,1.548,0.000273,-0.0003,0.0001
0.36,FLIGHT,0.9776,1.4739,0.4208,0.5835,0.4118,0.5714,0.002,-0.197,-0.0007,0.0461,1.0502,-0.0143,1.5493,0.000272,-0.0003,0.0001
0.365,FLIGHT,0.9796,1.4767,0.4109,0.5701,0.402,0.5582,0.002,-0.1968,-0.0008,0.0451,1.0493,-0.0151,1.5505,0.00027,-0.0003,0.0001
0.37,FLIGHT,0.9816,1.4795,0.4011,0.5569,0.3924,0.5452,0.002,-0.1966,-0.0009,0.0441,1.0483,-0.0159,1.5517,0.000268,-0.0003,0.0001
0.375,FLIGHT,0.9835,1.4822,0.3915,0.5439,0.3829,0.5324,0.002,-0.1964,-0.001,0.0432,1.0472,-0.0167,1.5529,0.000267,-0.0003,0.0001
0.38,FLIGHT,0.9854,1.4848,0.382,0.5312,0.3737,0.5198,0.002,-0.1962,-0.0011,0.0422,1.0462,-0.0175,1.5541,0.000265,-0.0003,0.0001
0.385,FLIGHT,0.9873,1.4874,0.3728,0.5186,0.3645,0.5075,0.0019,-0.1959,-0.0012,0.0413,1.0451,-0.0182,1.5552,0.000264,-0.0003,0.0001
0.39,FLIGHT,0.9891,1.4899,0.3636,0.5063,0.3556,0.4954,0.0019,-0.1957,-0.0012,0.0403,1.0441,-0.019,1.5563,0.000262,-0.0003,0.0001
0.395,FLIGHT,0.9908,1.4923,0.3547,0.4942,0.3468,0.4835,0.0019,-0.1956,-0.0013,0.0394,1.043,-0.0197,1.5574,0.000261,-0.0003,0.0001
0.4,FLIGHT,0.9925,1.4947,0.3459,0.4824,0.3381,0.4719,0.0019,-0.1954,-0.0014,0.0385,1.0419,-0.0204,1.5585,0.000259,-0.0003,0.0001
0.405,FLIGHT,0.9942,1.497,0.3373,0.4708,0.3297,0.4604,0.0019,-0.1952,-0.0014,0.0376,1.0407,-0.0211,1.5595,0.000258,-0.0003,0.0001
0.41,FLIGHT,0.9958,1.4993,0.3289,0.4593,0.3214,0.4492,0.0019,-0.195,-0.0015,0.0368,1.0396,-0.0217,1.5605,0.000256,-0.0003,0.0001
0.415,FLIGHT,0.9974,1.5015,0.3206,0.4482,0.3132,0.4382,0.0019,-0.1948,-0.0015,0.0359,1.0384,-0.0224,1.5614,0.000255,-0.0003,0.0001
0.42,FLIGHT,0.999,1.5037,0.3124,0.4372,0.3052,0.4275,0.0019,-0.1946,-0.0016,0.0351,1.0373,-0.023,1.5624,0.000254,-0.0003,0.0001
0.425,FLIGHT,1.0005,1.5058,0.3045,0.4265,0.2974,0.4169,0.0019,-0.1945,-0.0016,0.0342,1.0361,-0.0237,1.5633,0.000252,-0.0003,0.0001
0.43,FLIGHT,1.0019,1.5079,0.2967,0.4159,0.2898,0.4066,0.0019,-0.1943,-0.0017,0.0334,1.0349,-0.0243,1.5642,0.000251,-0.0003,0.0001
0.435,FLIGHT,1.0034,1.5099,0.289,0.4056,0.2823,0.3965,0.0019,-0.1941,-0.0017,0.0326,1.0337,-0.0249,1.565,0.00025,-0.0003,0.0001
0.44,FLIGHT,1.0048,1.5118,0.2816,0.3956,0.2749,0.3866,0.0019,-0.194,-0.0018,0.0318,1.0324,-0.0255,1.5659,0.000248,-0.0003,0.0001
0.445,FLIGHT,1.0061,1.5137,0.2742,0.3857,0.2677,0.377,0.0019,-0.1938,-0.0018,0.0311,1.0312,-0.026,1.5667,0.000247,-0.0002,0.0
0.45,FLIGHT,1.0074,1.5156,0.267,0.3761,0.2607,0.3675,0.0018,-0.1937,-0.0018,0.0303,1.0299,-0.0266,1.5675,0.000246,-0.0002,0.0
0.455,FLIGHT,1.0087,1.5174,0.26,0.3666,0.2538,0.3583,0.0018,-0.1935,-0.0019,0.0296,1.0286,-0.0272,1.5683,0.000245,-0.0002,0.0
0.46,FLIGHT,1.01,1.5192,0.2531,0.3574,0.247,0.3492,0.0018,-0.1934,-0.0019,0.0289,1.0273,-0.0277,1.5691,0.000243,-0.0002,0.0
0.465,FLIGHT,1.0112,1.5209,0.2464,0.3484,0.2404,0.3404,0.0018,-0.1933,-0.002,0.0282,1.026,-0.0282,1.5698,0.000242,-0.0002,0.0
0.47,FLIGHT,1.0124,1.5226,0.2398,0.3395,0.234,0.3317,0.0018,-0.1931,-0.002,0.0275,1.0247,-0.0287,1.5705,0.000241,-0.0002,0.0
0.475,FLIGHT,1.0135,1.5242,0.2334,0.3309,0.2277,0.3233,0.0018,-0.193,-0.002,0.0268,1.0234,-0.0292,1.5712,0.00024,-0.0002,0.0
0.48,FLIGHT,1.0147,1.5258,0.2271,0.3225,0.2215,0.315,0.0018,-0.1929,-0.0021,0.0261,1.022,-0.0297,1.5719,0.000239,-0.0002,0.0
0.485,FLIGHT,1.0158,1.5274,0.2209,0.3143,0.2154,0.307,0.0018,-0.1927,-0.0021,0.0255,1.0207,-0.0302,1.5726,0.000238,-0.0002,0.0
0.49,FLIGHT,1.0168,1.5289,0.2149,0.3062,0.2095,0.2991,0.0018,-0.1926,-0.0021,0.0248,1.0193,-0.0307,1.5732,0.000237,-0.0002,0.0
0.495,FLIGHT,1.0179,1.5304,0.209,0.2984,0.2038,0.2915,0.0018,-0.1925,-0.0022,0.0242,1.0179,-0.0311,1.5738,0.000236,-0.0002,0.0
0.5,FLIGHT,1.0189,1.5318,0.2032,0.2907,0.1981,0.284,0.0017,-0.1924,-0.0022,0.0236,1.0165,-0.0316,1.5745,0.000235,-0.0002,0.0
0.505,FLIGHT,1.0198,1.5332,0.1976,0.2833,0.1926,0.2766,0.0017,-0.1923,-0.0022,0.023,1.015,-0.032,1.5751,0.000234,-0.0002,0.0
0.51,FLIGHT,1.0208,1.5346,0.1921,0.276,0.1872,0.2695,0.0017,-0.1921,-0.0023,0.0224,1.0136,-0.0325,1.5756,0.000233,-0.0002,0.0
0.515,FLIGHT,1.0217,1.5359,0.1867,0.2688,0.1819,0.2625,0.0017,-0.192,-0.0023,0.0219,1.0122,-0.0329,1.5762,0.000232,-0.0002,0.0
0.52,FLIGHT,1.0226,1.5372,0.1814,0.2619,0.1768,0.2557,0.0017,-0.1919,-0.0023,0.0213,1.0107,-0.0333,1.5768,0.000231,-0.0002,0.0
0.525,FLIGHT,1.0235,1.5384,0.1763,0.2551,0.1717,0.2491,0.0017,-0.1918,-0.0024,0.0208,1.0092,-0.0337,1.5773,0.00023,-0.0002,0.0
0.53,FLIGHT,1.0243,1.5397,0.1713,0.2485,0.1668,0.2426,0.0017,-0.1917,-0.0024,0.0203,1.0077,-0.0341,1.5778,0.000229,-0.0002,0.0
0.535,FLIGHT,1.0251,1.5409,0.1664,0.242,0.162,0.2363,0.0017,-0.1916,-0.0024,0.0197,1.0062,-0.0344,1.5783,0.000228,-0.0002,0.0
0.54,FLIGHT,1.0259,1.542,0.1616,0.2357,0.1573,0.2302,0.0017,-0.1915,-0.0025,0.0192,1.0047,-0.0348,1.5788,0.000228,-0.0002,0.0
0.545,FLIGHT,1.0267,1.5432,0.1569,0.2296,0.1527,0.2242,0.0016,-0.1914,-0.0025,0.0187,1.0032,-0.0352,1.5793,0.000227,-0.0002,0.0
0.55,FLIGHT,1.0275,1.5443,0.1523,0.2236,0.1483,0.2183,0.0016,-0.1914,-0.0025,0.0183,1.0017,-0.0355,1.5798,0.000226,-0.0002,0.0
0.555,FLIGHT,1.0282,1.5454,0.1479,0.2178,0.1439,0.2126,0.0016,-0.1913,-0.0026,0.0178,1.0001,-0.0359,1.5802,0.000225,-0.0002,0.0
0.56,STANCE,1.0297,1.5473,0.2911,0.3761,0.7258,0.6673,0.0016,-0.1911,0.0024,0.0308,0.9988,-0.0995,-0.2881,-0.000386,-0.3739,0.0752
0.565,STANCE,1.0343,1.5498,0.6966,0.4403,0.5182,0.3841,0.0022,-0.1909,0.0705,0.0369,0.9981,-0.5047,-0.8384,-0.002424,-0.2269,0.0478
0.57,STANCE,1.0359,1.5512,0.4177,0.3118,0.2427,0.1571,0.0023,-0.1908,0.0355,0.026,0.9982,-0.7653,-1.2957,-0.002938,-0.0288,0.0087
0.575,STANCE,1.0375,1.5512,0.3683,0.0867,0.4379,-0.1602,0.0026,-0.1908,0.058,0.0079,0.9983,-1.1645,-1.6326,-0.002937,0.021,0.0029
0.58,STANCE,1.0401,1.5496,0.4789,-0.2116,0.5894,-0.4906,0.0033,-0.1909,0.1215,-0.0152,0.9985,-1.6114,-1.8026,-0.002731,0.0602,0.0027
0.585,STANCE,1.0427,1.545,0.5027,-0.7134,0.566,-0.958,0.0044,-0.1913,0.1981,-0.0538,0.9984,-1.9515,-1.7165,-0.002218,0.1096,0.0022
0.59,STANCE,1.0455,1.539,0.5632,-1.0492,0.7313,-1.3326,0.0058,-0.1917,0.2586,-0.0777,0.9986,-2.1842,-1.5251,-0.001768,0.0236,0.0018
0.595,STANCE,1.0493,1.5311,0.6854,-1.4534,0.7062,-1.8589,0.0077,-0.1923,0.3418,-0.1045,0.9987,-2.2992,-1.1395,-0.001721,0.014,0.0017
0.6,STANCE,1.0525,1.5213,0.6524,-1.8058,0.6144,-1.9662,0.0097,-0.193,0.3885,-0.1266,0.9988,-2.1774,-0.6537,-0.001657,0.0049,0.0017
0.605,STANCE,1.0547,1.5109,0.4928,-1.9758,0.3606,-1.9893,0.0117,-0.1937,0.3846,-0.1362,0.9989,-1.8249,-0.1803,-0.001517,0.0213,0.0015
0.61,STANCE,1.0555,1.5006,0.2653,-2.0219,0.0283,-2.0694,0.0133,-0.1944,0.3491,-0.1384,0.9991,-1.3032,0.251,-0.001278,0.0602,0.0013
0.615,STANCE,1.0552,1.4903,0.0467,-2.0331,-0.0746,-1.9827,0.0148,-0.1952,0.3097,-0.139,0.9994,-0.723,0.6283,-0.000951,0.0603,0.001
0.62,STANCE,1.0545,1.4801,-0.0843,-2.0442,-0.1814,-2.0994,0.0162,-0.1959,0.287,-0.139,0.9997,-0.2308,0.918,-0.000585,0.0832,0.0006
0.625,STANCE,1.054,1.4699,-0.0898,-2.0509,-0.0948,-2.1195,0.0176,-0.1966,0.2882,-0.1366,1.0,0.0107,1.0688,-0.000245,0.0785,0.0002
0.63,FLIGHT,1.053,1.4605,-0.2063,-1.8846,-0.5607,-1.3193,0.0188,-0.1972,0.2414,-0.1256,1.0004,-1.2817,2.5679,0.000152,0.0704,0.0
0.635,FLIGHT,1.0481,1.4568,-0.7694,-1.0369,-1.3537,-0.1787,0.0184,-0.1975,0.0031,-0.0813,1.0012,-1.0928,2.4052,0.000438,0.0452,0.0
0.64,FLIGHT,1.0398,1.4582,-1.4011,-0.1112,-1.92,0.6529,0.0166,-0.1976,-0.2602,-0.0306,1.0022,-0.8224,2.1796,0.000613,0.0255,0.0
0.645,FLIGHT,1.0293,1.4628,-1.8903,0.6243,-2.241,1.1699,0.0138,-0.1974,-0.4655,0.0167,1.0033,-0.5643,1.9668,0.000702,0.011,0.0
0.65,FLIGHT,1.0178,1.4694,-2.1817,1.1063,-2.3558,1.4283,0.0105,-0.1971,-0.5923,0.0557,1.0046,-0.3543,1.7951,0.00073,0.0009,0.0
0.655,FLIGHT,1.006,1.4768,-2.2912,1.3595,-2.3196,1.4991,0.0072,-0.1967,-0.6481,0.0841,1.0059,-0.1986,1.6694,0.000717,-0.0057,0.0011
0.66,FLIGHT,0.9947,1.4842,-2.2606,1.438,-2.1842,1.4473,0.0039,-0.1962,-0.6504,0.1015,1.0071,-0.091,1.5842,0.000678,-0.0097,0.0019
0.665,FLIGHT,0.9843,1.4911,-2.1349,1.3981,-1.9916,1.3242,0.0008,-0.1957,-0.6169,0.1089,1.0084,-0.0213,1.5308,0.000624,-0.0117,0.0023
0.67,FLIGHT,0.9749,1.4974,-1.9522,1.287,-1.7724,1.167,-0.0019,-0.1951,-0.5628,0.1084,1.0096,0.0208,1.5007,0.000563,-0.0124,0.0025
0.675,FLIGHT,0.9666,1.5028,-1.7416,1.1402,-1.5473,1.0007,-0.0043,-0.1947,-0.4988,0.1024,1.0108,0.0436,1.4866,0.000501,-0.0122,0.0024
0.68,FLIGHT,0.9594,1.5074,-1.5236,0.982,-1.3294,0.8405,-0.0063,-0.1943,-0.4326,0.093,1.0119,0.0536,1.4828,0.000442,-0.0114,0.0023
0.685,FLIGHT,0.9532,1.5112,-1.3113,0.8281,-1.1263,0.6952,-0.008,-0.1939,-0.3687,0.082,1.0129,0.0556,1.4854,0.000388,-0.0102,0.002
0.69,FLIGHT,0.9481,1.5144,-1.1124,0.6873,-0.9417,0.5686,-0.0095,-0.1936,-0.3099,0.0707,1.0139,0.0527,1.4915,0.00034,-0.0089,0.0018
0.695,FLIGHT,0.9438,1.5169,-0.931,0.564,-0.777,0.4619,-0.0107,-0.1933,-0.2572,0.0598,1.0149,0.0472,1.4993,0.000299,-0.0075,0.0015
0.7,FLIGHT,0.9403,1.519,-0.7686,0.4594,-0.6318,0.3742,-0.0116,-0.1931,-0.2111,0.0499,1.0158,0.0403,1.5076,0.000264,-0.0062,0.0012
0.705,FLIGHT,0.9374,1.5207,-0.6253,0.3732,-0.5052,0.3039,-0.0124,-0.1929,-0.1714,0.0413,1.0167,0.0331,1.5157,0.000237,-0.005,0.001
0.71,FLIGHT,0.9352,1.5221,-0.5,0.3039,-0.3955,0.2487,-0.013,-0.1927,-0.1376,0.0339,1.0175,0.0259,1.5233,0.000214,-0.0039,0.0008
0.715,FLIGHT,0.9335,1.5232,-0.3913,0.2494,-0.301,0.2066,-0.0135,-0.1926,-0.1092,0.0279,1.0184,0.0192,1.5301,0.000197,-0.0029,0.0006
0.72,FLIGHT,0.9322,1.5242,-0.2977,0.2076,-0.22,0.1753,-0.0139,-0.1925,-0.0854,0.023,1.0192,0.013,1.5362,0.000185,-0.0021,0.0004
0.725,FLIGHT,0.9312,1.525,-0.2173,0.1765,-0.1508,0.1529,-0.0142,-0.1924,-0.0657,0.0192,1.0199,0.0073,1.5415,0.000176,-0.0014,0.0003
0.73,FLIGHT,0.9306,1.5257,-0.1486,0.1542,-0.0919,0.1376,-0.0144,-0.1923,-0.0494,0.0162,1.0207,0.0022,1.546,0.000171,-0.0008,0.0002
0.735,FLIGHT,0.9303,1.5264,-0.0901,0.1389,-0.0419,0.1279,-0.0145,-0.1923,-0.0361,0.014,1.0214,-0.0023,1.55,0.000168,-0.0004,0.0001
