t,phase,hip_pos,knee_pos,hip_vel_est,knee_vel_est,hip_vel_real,knee_vel_real,foot_x,foot_z,foot_vx,foot_vz,foot_z_world,tau_hip,tau_knee,foot_compression,foot_spring_vel,Fn_sensor
0.435,FLIGHT,1.0922,1.6255,-0.2151,-0.1646,-0.2245,-0.1796,0.0023,-0.1846,-0.0166,-0.0141,1.0504,-0.0638,1.6113,0.000192,-0.0003,0.0001
0.44,FLIGHT,1.091,1.6245,-0.225,-0.1807,-0.2334,-0.1945,0.0023,-0.1847,-0.0162,-0.0155,1.0487,-0.0627,1.6111,0.000191,-0.0003,0.0001
0.445,FLIGHT,1.0898,1.6235,-0.2338,-0.1954,-0.2411,-0.208,0.0022,-0.1848,-0.0158,-0.0167,1.0471,-0.0616,1.6109,0.000189,-0.0003,0.0001
0.45,FLIGHT,1.0886,1.6224,-0.2414,-0.2088,-0.2477,-0.2202,0.0021,-0.1849,-0.0153,-0.0178,1.0454,-0.0606,1.6107,0.000188,-0.0003,0.0001
0.455,FLIGHT,1.0874,1.6213,-0.2479,-0.2209,-0.2533,-0.2311,0.002,-0.1849,-0.0149,-0.0188,1.0436,-0.0595,1.6104,0.000187,-0.0003,0.0001
0.46,FLIGHT,1.0861,1.6201,-0.2535,-0.2317,-0.2579,-0.2408,0.002,-0.185,-0.0144,-0.0197,1.0419,-0.0585,1.6101,0.000185,-0.0002,0.0
0.465,FLIGHT,1.0848,1.6189,-0.258,-0.2413,-0.2616,-0.2493,0.0019,-0.1852,-0.0139,-0.0205,1.0401,-0.0575,1.6098,0.000184,-0.0002,0.0
0.47,FLIGHT,1.0835,1.6176,-0.2615,-0.2496,-0.2643,-0.2566,0.0018,-0.1853,-0.0134,-0.0212,1.0384,-0.0565,1.6094,0.000183,-0.0002,0.0
0.475,FLIGHT,1.0821,1.6163,-0.2641,-0.2568,-0.2661,-0.2628,0.0018,-0.1854,-0.0129,-0.0218,1.0366,-0.0556,1.609,0.000182,-0.0002,0.0
0.48,FLIGHT,1.0808,1.615,-0.2659,-0.2629,-0.2671,-0.2679,0.0017,-0.1855,-0.0124,-0.0223,1.0348,-0.0546,1.6086,0.000182,-0.0002,0.0
0.485,FLIGHT,1.0795,1.6137,-0.2668,-0.268,-0.2672,-0.272,0.0016,-0.1856,-0.0119,-0.0227,1.033,-0.0537,1.6082,0.000181,-0.0001,0.0
0.49,FLIGHT,1.0781,1.6123,-0.2669,-0.272,-0.2667,-0.2751,0.0016,-0.1857,-0.0114,-0.023,1.0312,-0.0528,1.6077,0.00018,-0.0001,0.0
0.495,FLIGHT,1.0768,1.6109,-0.2663,-0.2749,-0.2654,-0.2772,0.0015,-0.1858,-0.0109,-0.0232,1.0293,-0.052,1.6073,0.000179,-0.0001,0.0
0.5,FLIGHT,1.0755,1.6095,-0.265,-0.277,-0.2635,-0.2784,0.0015,-0.1859,-0.0104,-0.0234,1.0275,-0.0512,1.6068,0.000179,-0.0001,0.0
0.505,FLIGHT,1.0742,1.6081,-0.263,-0.2781,-0.2609,-0.2788,0.0014,-0.1861,-0.0099,-0.0235,1.0256,-0.0504,1.6063,0.000178,-0.0001,0.0
0.51,FLIGHT,1.0729,1.6067,-0.2604,-0.2784,-0.2578,-0.2783,0.0014,-0.1862,-0.0094,-0.0235,1.0238,-0.0496,1.6059,0.000178,-0.0001,0.0
0.515,FLIGHT,1.0716,1.6053,-0.2572,-0.2779,-0.2541,-0.277,0.0013,-0.1863,-0.0089,-0.0234,1.0219,-0.0489,1.6054,0.000178,-0.0001,0.0
0.52,FLIGHT,1.0703,1.604,-0.2535,-0.2766,-0.25,-0.275,0.0013,-0.1864,-0.0084,-0.0233,1.0201,-0.0482,1.6049,0.000177,-0.0001,0.0
0.525,FLIGHT,1.0691,1.6026,-0.2493,-0.2745,-0.2453,-0.2724,0.0013,-0.1865,-0.008,-0.0231,1.0182,-0.0475,1.6044,0.000177,-0.0,0.0
0.53,FLIGHT,1.0679,1.6012,-0.2447,-0.2718,-0.2403,-0.269,0.0012,-0.1866,-0.0075,-0.0228,1.0163,-0.0469,1.6039,0.000177,-0.0,0.0
0.535,FLIGHT,1.0667,1.5999,-0.2396,-0.2684,-0.2349,-0.2651,0.0012,-0.1868,-0.0071,-0.0225,1.0144,-0.0463,1.6034,0.000177,-0.0,0.0
0.54,FLIGHT,1.0655,1.5986,-0.2342,-0.2645,-0.2291,-0.2607,0.0012,-0.1869,-0.0066,-0.0222,1.0125,-0.0457,1.6029,0.000177,-0.0,0.0
0.545,FLIGHT,1.0644,1.5973,-0.2284,-0.2599,-0.2231,-0.2557,0.0011,-0.187,-0.0062,-0.0218,1.0107,-0.0451,1.6024,0.000177,-0.0,0.0
0.55,FLIGHT,1.0633,1.596,-0.2223,-0.2549,-0.2167,-0.2502,0.0011,-0.1871,-0.0058,-0.0214,1.0088,-0.0446,1.6019,0.000177,0.0,0.0
0.555,FLIGHT,1.0622,1.5948,-0.216,-0.2494,-0.2102,-0.2443,0.0011,-0.1872,-0.0054,-0.0209,1.0069,-0.0442,1.6014,0.000177,0.0,0.0
0.56,FLIGHT,1.0612,1.5936,-0.2094,-0.2435,-0.2034,-0.238,0.0011,-0.1873,-0.005,-0.0204,1.005,-0.0437,1.6009,0.000177,0.0,0.0
0.565,FLIGHT,1.0602,1.5924,-0.2026,-0.2372,-0.1965,-0.2313,0.001,-0.1874,-0.0047,-0.0198,1.0031,-0.0433,1.6004,0.000177,0.0,0.0
0.57,FLIGHT,1.0592,1.5913,-0.1957,-0.2305,-0.1894,-0.2244,0.001,-0.1875,-0.0043,-0.0193,1.0012,-0.043,1.5999,0.000177,0.0,0.0
0.575,FLIGHT,1.0583,1.5902,-0.1886,-0.2235,-0.1822,-0.2171,0.001,-0.1876,-0.004,-0.0187,0.9993,-0.0426,1.5995,0.000177,0.0,0.0
0.58,STANCE,1.0572,1.5913,-0.2158,0.1624,-0.3054,0.8403,0.0006,-0.1875,-0.0632,0.0133,0.9983,0.0105,-0.4246,3.5e-05,-0.035,0.007
0.585,STANCE,1.0564,1.5949,-0.1632,0.5152,0.01,0.5125,-0.0,-0.1872,-0.1026,0.0431,0.9984,-0.2479,-1.1302,-5.2e-05,-0.0037,0.0008
0.59,STANCE,1.0575,1.5962,0.1142,0.3157,0.4236,0.0017,-0.0,-0.1871,-0.0228,0.0264,0.9986,-0.7152,-1.5848,-4.4e-05,0.0074,0.0
0.595,STANCE,1.0606,1.5949,0.4865,-0.1063,0.827,-0.5219,0.0008,-0.1872,0.106,-0.0084,0.9988,-1.2731,-1.838,1.5e-05,0.0134,0.0
0.6,STANCE,1.0649,1.5899,0.7265,-0.7731,0.8731,-1.3147,0.0023,-0.1876,0.2453,-0.0615,0.9988,-1.7738,-1.8181,7e-05,-0.0022,0.0004
0.605,STANCE,1.0694,1.5835,0.8405,-1.1382,0.8201,-1.581,0.004,-0.1881,0.3196,-0.0879,0.9988,-2.1492,-1.7368,4.3e-05,-0.003,0.0006
0.61,STANCE,1.0742,1.5747,0.9301,-1.6057,1.046,-2.0587,0.0062,-0.1888,0.4052,-0.1198,0.9988,-2.4,-1.4246,-3e-06,-0.0164,0.0033
0.615,STANCE,1.0797,1.5637,1.0368,-2.0274,1.0612,-2.3491,0.0088,-0.1896,0.4891,-0.1447,0.9989,-2.51,-0.966,-6.3e-05,-0.0014,0.0003
0.62,STANCE,1.0847,1.5518,0.9848,-2.2744,0.9125,-2.3378,0.0115,-0.1904,0.5185,-0.1557,0.999,-2.3699,-0.4754,-5.3e-05,-0.0023,0.0005
0.625,STANCE,1.088,1.5396,0.7418,-2.3941,0.4224,-2.5164,0.0139,-0.1912,0.493,-0.16,0.9991,-1.9645,0.0038,3e-05,0.0102,0.0
0.63,STANCE,1.0894,1.5274,0.4161,-2.4264,0.1115,-2.4484,0.016,-0.1921,0.4381,-0.1611,0.9992,-1.3832,0.4351,7.8e-05,0.0119,0.0
0.635,STANCE,1.0894,1.5152,0.1231,-2.4267,-0.069,-2.3897,0.0178,-0.1929,0.384,-0.1612,0.9994,-0.7632,0.7957,0.000148,0.0154,0.0
0.64,STANCE,1.0888,1.5031,-0.0526,-2.4303,-0.1345,-2.4259,0.0194,-0.1937,0.3525,-0.1605,0.9996,-0.267,1.0564,0.000224,0.014,0.0
0.645,FLIGHT,1.0881,1.4907,-0.1019,-2.4661,-0.1343,-2.5581,0.0212,-0.1945,0.3501,-0.1597,0.9997,-1.2846,2.5997,0.000283,0.0097,0.0
0.65,FLIGHT,1.0862,1.4799,-0.342,-2.1919,-0.8152,-1.5709,0.0224,-0.1953,0.2632,-0.1448,1.0,-1.2904,2.5956,0.000342,0.0121,0.0
0.655,FLIGHT,1.0799,1.4749,-1.0064,-1.3275,-1.6665,-0.4711,0.0219,-0.1957,0.0028,-0.1053,1.0006,-1.0853,2.4195,0.000397,0.0097,0.0
0.66,FLIGHT,1.0698,1.4748,-1.7239,-0.3928,-2.3241,0.3951,0.02,-0.1959,-0.2789,-0.0597,1.0015,-0.803,2.1834,0.000437,0.0065,0.0
0.665,FLIGHT,1.0571,1.4784,-2.3101,0.3886,-2.7521,0.9911,0.0169,-0.1959,-0.5104,-0.0132,1.0025,-0.5218,1.9507,0.000461,0.003,0.0
0.67,FLIGHT,1.0427,1.4843,-2.7031,0.9439,-2.9656,1.3368,0.0132,-0.1958,-0.6682,0.03,1.0037,-0.2778,1.7502,0.000468,-0.0002,0.0
0.675,FLIGHT,1.0277,1.4914,-2.9025,1.2734,-3.0013,1.4758,0.0093,-0.1954,-0.7528,0.0659,1.0049,-0.0837,1.5923,0.00046,-0.003,0.0006
0.68,FLIGHT,1.0129,1.4988,-2.9357,1.4099,-2.9019,1.4585,0.0053,-0.195,-0.7756,0.0917,1.0061,0.0601,1.4773,0.000439,-0.0051,0.001
0.685,FLIGHT,0.9988,1.5058,-2.84,1.3975,-2.7077,1.3329,0.0016,-0.1945,-0.7514,0.1061,1.0073,0.159,1.4006,0.00041,-0.0066,0.0013
0.69,FLIGHT,0.9859,1.512,-2.6524,1.2801,-2.4536,1.1401,-0.0018,-0.194,-0.695,0.1096,1.0085,0.2203,1.3558,0.000374,-0.0074,0.0015
0.695,FLIGHT,0.9744,1.5172,-2.4062,1.0969,-2.1678,0.9133,-0.0048,-0.1935,-0.6187,0.1039,1.0096,0.252,1.3359,0.000336,-0.0077,0.0015
0.7,FLIGHT,0.9643,1.5211,-2.1283,0.8798,-1.8719,0.6779,-0.0073,-0.1931,-0.5327,0.0913,1.0107,0.2614,1.3346,0.000298,-0.0076,0.0015
0.705,FLIGHT,0.9556,1.524,-1.8397,0.6533,-1.5815,0.4521,-0.0093,-0.1928,-0.4444,0.0745,1.0117,0.2547,1.3462,0.000261,-0.0071,0.0014
0.71,FLIGHT,0.9484,1.5257,-1.5559,0.4353,-1.3074,0.2477,-0.011,-0.1926,-0.3591,0.0558,1.0127,0.237,1.3661,0.000227,-0.0064,0.0013
0.715,FLIGHT,0.9425,1.5265,-1.2876,0.2376,-1.0564,0.0721,-0.0122,-0.1924,-0.2801,0.0371,1.0136,0.2126,1.3907,0.000197,-0.0056,0.0011
0.72,FLIGHT,0.9378,1.5265,-1.0414,0.0674,-0.8321,-0.0715,-0.0131,-0.1924,-0.2095,0.0198,1.0144,0.1847,1.4171,0.000171,-0.0047,0.0009
0.725,FLIGHT,0.9342,1.5258,-0.821,-0.0719,-0.6358,-0.1825,-0.0137,-0.1924,-0.1482,0.0047,1.0152,0.1557,1.4434,0.000151,-0.0037,0.0007
